created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2020-10-01 16:52:55 +07,664,33.30,1004.00,73.30,"9.36



",,,,,
2020-10-01 16:57:58 +07,665,33.30,1004.00,73.10,"9.36



",,,,,
2020-10-01 17:03:01 +07,666,33.20,1004.00,73.20,"9.36



",,,,,
2020-10-01 17:08:04 +07,667,33.00,1004.00,73.20,"9.36



",,,,,
2020-10-01 17:33:17 +07,668,33.20,1005.00,73.30,"11.16



",,,,,
2020-10-01 17:38:20 +07,669,33.30,1005.00,72.80,"11.16



",,,,,
2020-10-01 17:43:23 +07,670,33.10,1005.00,73.30,"11.16



",,,,,
2020-10-01 17:48:26 +07,671,33.00,1005.00,73.60,"11.16



",,,,,
2020-10-01 17:53:29 +07,672,33.10,1005.00,73.90,"11.16



",,,,,
2020-10-01 18:08:37 +07,673,33.20,1005.00,73.90,"11.16



",,,,,
2020-10-01 18:23:46 +07,674,33.30,1005.00,74.00,"11.16



",,,,,
2020-10-01 18:28:49 +07,675,33.30,1005.00,74.00,"11.16



",,,,,
2020-10-01 18:33:52 +07,676,33.30,1006.00,74.00,"9.36



",,,,,
2020-10-01 18:38:55 +07,677,33.40,1006.00,73.70,"9.36



",,,,,
2020-10-01 18:49:00 +07,678,33.30,1006.00,74.10,"9.36



",,,,,
2020-10-01 18:54:03 +07,679,33.30,1006.00,74.30,"7.56



",,,,,
2020-10-01 18:59:06 +07,680,33.30,1006.00,74.40,"7.56



",,,,,
2020-10-01 19:04:09 +07,681,33.30,1006.00,74.20,"7.56



",,,,,
2020-10-01 19:09:12 +07,682,33.50,1006.00,73.80,"7.56



",,,,,
2020-10-01 19:14:15 +07,683,33.50,1006.00,73.50,"7.56



",,,,,
2020-10-01 19:19:18 +07,684,33.40,1006.00,74.00,"7.56



",,,,,
2020-10-01 19:24:21 +07,685,33.20,1007.00,74.60,"7.56



",,,,,
2020-10-01 19:29:23 +07,686,33.10,1007.00,75.00,"7.56



",,,,,
2020-10-01 19:34:26 +07,687,33.00,1007.00,75.30,"7.56



",,,,,
2020-10-01 19:39:29 +07,688,33.00,1007.00,75.40,"7.56



",,,,,
2020-10-01 19:44:32 +07,689,33.00,1007.00,75.60,"7.56



",,,,,
2020-10-01 19:49:35 +07,690,33.10,1007.00,75.60,"7.56



",,,,,
2020-10-01 19:54:38 +07,691,33.00,1007.00,75.60,"7.56



",,,,,
2020-10-01 19:59:41 +07,692,33.00,1007.00,75.80,"7.56



",,,,,
2020-10-01 20:04:44 +07,693,32.90,1007.00,75.30,"7.56



",,,,,
2020-10-01 20:09:46 +07,694,32.90,1007.00,75.40,"7.56



",,,,,
2020-10-01 20:14:49 +07,695,32.90,1007.00,75.40,"7.56



",,,,,
2020-10-01 20:19:52 +07,696,33.00,1007.00,75.70,"7.56



",,,,,
2020-10-01 20:24:55 +07,697,33.00,1007.00,75.60,"7.56



",,,,,
2020-10-01 20:29:58 +07,698,33.00,1007.00,75.70,"7.56



",,,,,
2020-10-01 20:35:01 +07,699,33.00,1007.00,75.80,"5.40



",,,,,
2020-10-01 20:40:04 +07,700,33.00,1007.00,76.10,"5.40



",,,,,
2020-10-01 20:45:07 +07,701,32.90,1007.00,75.20,"5.40



",,,,,
2020-10-01 20:50:09 +07,702,32.90,1007.00,75.50,"5.40



",,,,,
2020-10-01 20:55:12 +07,703,33.00,1007.00,75.90,"3.60



",,,,,
2020-10-01 21:00:15 +07,704,33.00,1007.00,75.90,"3.60



",,,,,
2020-10-01 21:05:18 +07,705,33.00,1007.00,75.90,"3.60



",,,,,
2020-10-01 21:10:21 +07,706,33.00,1007.00,76.20,"3.60



",,,,,
2020-10-01 21:15:24 +07,707,32.90,1007.00,75.30,"3.60



",,,,,
2020-10-01 21:20:27 +07,708,33.00,1007.00,75.90,"3.60



",,,,,
2020-10-01 21:25:30 +07,709,33.20,1008.00,75.30,"3.60



",,,,,
2020-10-01 21:30:33 +07,710,33.30,1008.00,74.90,"3.60



",,,,,
2020-10-01 21:35:36 +07,711,33.40,1008.00,74.20,"3.60



",,,,,
2020-10-01 21:40:38 +07,712,33.50,1008.00,73.80,"3.60



",,,,,
2020-10-01 21:45:41 +07,713,33.40,1008.00,74.10,"3.60



",,,,,
2020-10-01 21:50:44 +07,714,33.40,1008.00,74.00,"3.60



",,,,,
2020-10-01 21:55:47 +07,715,33.40,1008.00,73.90,"3.60



",,,,,
2020-10-01 22:00:50 +07,716,33.90,1008.00,72.60,"3.60



",,,,,
2020-10-01 22:05:53 +07,717,33.90,1008.00,72.40,"3.60



",,,,,
2020-10-01 22:10:56 +07,718,33.60,1008.00,73.00,"3.60



",,,,,
2020-10-01 22:21:01 +07,719,33.50,1008.00,73.80,"3.60



",,,,,
2020-10-01 22:26:04 +07,720,33.50,1008.00,73.50,"5.40



",,,,,
2020-10-01 22:31:07 +07,721,33.40,1008.00,74.10,"5.40



",,,,,
2020-10-01 22:36:10 +07,722,33.30,1008.00,74.40,"5.40



",,,,,
2020-10-01 22:41:13 +07,723,33.20,1008.00,74.70,"5.40



",,,,,
2020-10-01 22:46:16 +07,724,33.30,1008.00,74.70,"5.40



",,,,,
2020-10-01 22:51:18 +07,725,33.40,1008.00,74.10,"5.40



",,,,,
2020-10-01 22:56:21 +07,726,33.40,1008.00,73.90,"5.40



",,,,,
2020-10-01 23:01:24 +07,727,33.40,1008.00,73.90,"5.40



",,,,,
2020-10-01 23:06:27 +07,728,33.30,1008.00,73.70,"5.40



",,,,,
2020-10-01 23:11:30 +07,729,33.30,1008.00,73.20,"5.40



",,,,,
2020-10-01 23:16:33 +07,730,33.20,1008.00,72.90,"5.40



",,,,,
2020-10-01 23:21:36 +07,731,33.00,1008.00,73.00,"5.40



",,,,,
2020-10-01 23:26:39 +07,732,32.90,1008.00,72.40,"8.32



",,,,,
2020-10-01 23:31:41 +07,733,32.80,1008.00,72.40,"8.32



",,,,,
2020-10-01 23:41:47 +07,734,32.70,1008.00,72.30,"8.17



",,,,,
2020-10-01 23:46:50 +07,735,32.80,1008.00,72.00,"8.17



",,,,,
2020-10-02 00:07:01 +07,736,32.70,1008.00,71.90,"3.60



",,,,,
2020-10-02 00:12:04 +07,737,31.90,1008.00,71.40,"3.60



",,,,,
2020-10-02 00:22:10 +07,738,33.00,1008.00,71.60,"3.60



",,,,,
2020-10-02 01:27:46 +07,739,32.40,1007.00,72.50,"8.17



",,,,,
2020-10-02 01:32:49 +07,740,34.10,1007.00,73.70,"8.17



",,,,,
2020-10-02 01:37:52 +07,741,32.50,1007.00,72.40,"8.10



",,,,,
2020-10-02 01:42:55 +07,742,32.40,1007.00,72.30,"8.10



",,,,,
2020-10-02 01:47:58 +07,743,32.40,1007.00,73.10,"8.10



",,,,,
2020-10-02 01:53:00 +07,744,32.40,1007.00,73.10,"8.10



",,,,,
2020-10-02 01:58:03 +07,745,32.50,1007.00,73.00,"8.10



",,,,,
2020-10-02 02:08:09 +07,746,32.40,1007.00,72.40,"8.10



",,,,,
2020-10-02 02:13:12 +07,747,32.40,1007.00,72.20,"8.10



",,,,,
2020-10-02 02:18:15 +07,748,32.40,1007.00,71.90,"8.10



",,,,,
2020-10-02 02:28:20 +07,749,32.40,1007.00,72.30,"1.80



",,,,,
2020-10-02 02:48:32 +07,750,32.40,1007.00,71.30,"1.80



",,,,,
2020-10-02 02:53:35 +07,751,32.30,1007.00,72.00,"1.80



",,,,,
2020-10-02 02:58:37 +07,752,32.20,1007.00,72.30,"1.80



",,,,,
2020-10-02 03:08:43 +07,753,32.10,1007.00,72.40,"1.80



",,,,,
2020-10-02 03:28:54 +07,754,32.30,1006.00,71.40,"1.80



",,,,,
2020-10-02 03:33:57 +07,755,32.20,1006.00,71.80,"1.80



",,,,,
2020-10-02 03:39:00 +07,756,32.20,1006.00,72.00,"1.80



",,,,,
2020-10-02 03:44:03 +07,757,32.40,1006.00,71.50,"1.80



",,,,,
2020-10-02 03:49:06 +07,758,32.30,1006.00,71.50,"1.80



",,,,,
2020-10-02 03:59:11 +07,759,32.10,1006.00,72.00,"1.80



",,,,,
2020-10-02 04:14:20 +07,760,32.00,1006.00,72.70,"1.80



",,,,,
2020-10-02 04:39:34 +07,761,32.20,1006.00,71.70,"1.80



",,,,,
2020-10-02 04:44:36 +07,762,32.20,1006.00,71.60,"1.80



",,,,,
2020-10-02 04:49:39 +07,763,32.10,1006.00,71.70,"1.80



",,,,,
2020-10-02 05:24:59 +07,764,32.00,1006.00,72.20,"8.35



",,,,,
2020-10-02 05:35:04 +07,765,32.30,1007.00,71.20,"3.60



",,,,,
2020-10-02 05:45:10 +07,766,32.10,1007.00,71.80,"3.60



",,,,,
2020-10-02 05:55:15 +07,767,32.20,1007.00,71.50,"3.60



",,,,,
2020-10-02 06:00:18 +07,768,32.10,1007.00,71.50,"1.80



",,,,,
2020-10-02 06:05:21 +07,769,32.10,1007.00,71.70,"1.80



",,,,,
2020-10-02 06:10:24 +07,770,32.00,1007.00,71.90,"1.80



",,,,,
2020-10-02 06:20:29 +07,771,32.10,1007.00,71.70,"1.80



",,,,,
2020-10-02 06:25:32 +07,772,32.00,1007.00,71.70,"1.80



",,,,,
2020-10-02 06:30:35 +07,773,32.00,1007.00,71.80,"3.60



",,,,,
2020-10-02 06:35:38 +07,774,32.10,1007.00,71.70,"3.60



",,,,,
2020-10-02 06:40:41 +07,775,32.00,1007.00,71.50,"3.60



",,,,,
2020-10-02 06:45:44 +07,776,31.90,1007.00,71.30,"3.60



",,,,,
2020-10-02 06:50:47 +07,777,32.00,1007.00,71.80,"1.80



",,,,,
2020-10-02 06:55:49 +07,778,31.90,1007.00,71.20,"1.80



",,,,,
2020-10-02 07:00:52 +07,779,31.90,1007.00,71.40,"1.80



",,,,,
2020-10-02 07:10:58 +07,780,31.80,1007.00,71.60,"1.80



",,,,,
2020-10-02 07:16:01 +07,781,31.90,1007.00,71.60,"1.80



",,,,,
2020-10-02 07:21:04 +07,782,31.80,1007.00,71.80,"1.80



",,,,,
2020-10-02 07:26:06 +07,783,32.00,1007.00,71.60,"1.80



",,,,,
2020-10-02 07:31:09 +07,784,32.00,1007.00,71.40,"1.80



",,,,,
2020-10-02 07:36:12 +07,785,31.90,1007.00,71.20,"1.80



",,,,,
2020-10-02 07:41:15 +07,786,31.80,1007.00,71.40,"1.80



",,,,,
2020-10-02 07:46:18 +07,787,31.80,1007.00,71.40,"1.80



",,,,,
2020-10-02 07:56:24 +07,788,31.90,1007.00,71.80,"1.80



",,,,,
2020-10-02 08:01:26 +07,789,32.40,1008.00,72.60,"1.80



",,,,,
2020-10-02 08:06:29 +07,790,31.90,1008.00,72.60,"1.80



",,,,,
2020-10-02 08:11:32 +07,791,31.90,1008.00,72.60,"1.80



",,,,,
2020-10-02 08:16:35 +07,792,32.00,1008.00,73.30,"1.80



",,,,,
2020-10-02 08:26:41 +07,793,31.90,1008.00,72.70,"1.80



",,,,,
2020-10-02 08:46:52 +07,794,32.10,1008.00,72.70,"3.60



",,,,,
2020-10-02 08:51:55 +07,795,32.30,1008.00,70.80,"3.60



",,,,,
2020-10-02 08:56:58 +07,796,32.30,1008.00,70.90,"3.60



",,,,,
2020-10-02 09:02:00 +07,797,32.40,1009.00,71.60,"7.56



",,,,,
2020-10-02 09:07:03 +07,798,32.40,1009.00,72.10,"7.56



",,,,,
2020-10-02 09:17:09 +07,799,32.60,1009.00,73.10,"7.56



",,,,,
2020-10-02 09:22:12 +07,800,32.60,1009.00,73.20,"7.56



",,,,,
2020-10-02 09:27:15 +07,801,32.60,1009.00,73.10,"7.56



",,,,,
2020-10-02 09:32:18 +07,802,33.00,1009.00,72.70,"3.60



",,,,,
2020-10-02 09:37:20 +07,803,33.00,1009.00,72.60,"3.60



",,,,,
2020-10-02 09:42:23 +07,804,33.30,1009.00,71.70,"3.60



",,,,,
2020-10-02 09:47:26 +07,805,33.40,1009.00,71.50,"3.60



",,,,,
2020-10-02 09:52:29 +07,806,33.00,1009.00,72.60,"3.60



",,,,,
2020-10-02 09:57:32 +07,807,32.70,1009.00,73.20,"3.60



",,,,,
2020-10-02 10:02:35 +07,808,32.40,1009.00,73.80,"1.80



",,,,,
2020-10-02 10:07:38 +07,809,32.50,1009.00,74.00,"1.80



",,,,,
2020-10-02 10:12:40 +07,810,32.50,1009.00,73.80,"1.80



",,,,,
2020-10-02 10:17:43 +07,811,32.50,1009.00,74.00,"1.80



",,,,,
2020-10-02 10:22:46 +07,812,32.40,1009.00,74.00,"1.80



",,,,,
2020-10-02 10:27:49 +07,813,32.50,1009.00,74.10,"1.80



",,,,,
2020-10-02 10:32:52 +07,814,32.40,1009.00,73.50,"3.60



",,,,,
2020-10-02 10:37:55 +07,815,32.30,1009.00,72.60,"3.60



",,,,,
2020-10-02 10:42:58 +07,816,32.40,1009.00,72.30,"3.60



",,,,,
2020-10-02 10:48:01 +07,817,32.50,1009.00,72.20,"3.60



",,,,,
2020-10-02 10:53:04 +07,818,32.50,1009.00,71.70,"3.60



",,,,,
2020-10-02 10:58:07 +07,819,32.70,1009.00,71.60,"3.60



",,,,,
2020-10-02 11:03:09 +07,820,32.70,1009.00,71.50,"3.60



",,,,,
2020-10-02 11:08:12 +07,821,32.70,1009.00,71.60,"3.60



",,,,,
2020-10-02 11:13:15 +07,822,32.50,1009.00,72.10,"3.60



",,,,,
2020-10-02 11:18:18 +07,823,32.50,1009.00,72.20,"3.60



",,,,,
2020-10-02 11:23:21 +07,824,32.50,1009.00,72.60,"1.80



",,,,,
2020-10-02 11:28:24 +07,825,32.50,1009.00,72.70,"1.80



",,,,,
2020-10-02 11:33:27 +07,826,32.50,1009.00,73.20,"1.80



",,,,,
2020-10-02 11:38:30 +07,827,32.60,1009.00,72.80,"1.80



",,,,,
2020-10-02 11:43:32 +07,828,32.60,1009.00,73.30,"1.80



",,,,,
2020-10-02 11:53:38 +07,829,32.60,1009.00,72.70,"1.80



",,,,,
2020-10-02 11:58:42 +07,830,32.60,1009.00,72.80,"1.80



",,,,,
2020-10-02 12:03:45 +07,831,32.70,1008.00,72.50,"7.56



",,,,,
2020-10-02 12:08:48 +07,832,32.60,1008.00,72.30,"7.56



",,,,,
2020-10-02 12:13:51 +07,833,32.60,1008.00,71.90,"7.56



",,,,,
2020-10-02 12:18:53 +07,834,32.60,1008.00,72.10,"7.56



",,,,,
2020-10-02 12:23:56 +07,835,32.70,1008.00,72.60,"7.56



",,,,,
2020-10-02 12:28:59 +07,836,32.70,1008.00,72.90,"7.56



",,,,,
2020-10-02 12:34:02 +07,837,32.70,1008.00,72.90,"7.56



",,,,,
2020-10-02 12:39:05 +07,838,32.80,1008.00,73.10,"7.56



",,,,,
2020-10-02 12:44:08 +07,839,32.90,1008.00,72.60,"7.56



",,,,,
2020-10-02 12:49:11 +07,840,33.00,1008.00,72.40,"7.56



",,,,,
2020-10-02 12:54:14 +07,841,33.10,1008.00,71.60,"7.56



",,,,,
2020-10-02 12:59:17 +07,842,33.20,1008.00,72.30,"7.56



",,,,,
2020-10-02 13:04:19 +07,843,33.20,1007.00,72.30,"9.36



",,,,,
2020-10-02 13:09:22 +07,844,33.40,1007.00,72.10,"9.36



",,,,,
2020-10-02 13:14:25 +07,845,33.40,1007.00,72.00,"9.36



",,,,,
2020-10-02 13:19:28 +07,846,33.40,1007.00,72.10,"9.36



",,,,,
2020-10-02 13:24:31 +07,847,33.40,1007.00,72.40,"9.36



",,,,,
2020-10-02 13:29:34 +07,848,33.50,1007.00,71.80,"9.36



",,,,,
2020-10-02 13:34:37 +07,849,33.50,1007.00,72.30,"9.36



",,,,,
2020-10-02 13:39:40 +07,850,33.70,1007.00,72.80,"9.36



",,,,,
2020-10-02 13:44:43 +07,851,33.60,1007.00,71.00,"9.36



",,,,,
2020-10-02 13:49:45 +07,852,33.70,1007.00,70.80,"9.36



",,,,,
2020-10-02 13:54:48 +07,853,33.60,1006.00,69.70,"9.36



",,,,,
2020-10-02 13:59:51 +07,854,33.60,1006.00,69.40,"9.36



",,,,,
2020-10-02 14:04:54 +07,855,33.60,1006.00,69.00,"9.36



",,,,,
2020-10-02 14:09:57 +07,856,33.60,1006.00,68.30,"9.36



",,,,,
2020-10-02 14:15:00 +07,857,33.60,1006.00,68.70,"9.36



",,,,,
2020-10-02 14:20:03 +07,858,33.50,1006.00,67.60,"9.36



",,,,,
2020-10-02 14:25:06 +07,859,33.50,1006.00,68.10,"11.16



",,,,,
2020-10-02 14:30:12 +07,860,33.40,1006.00,68.30,"11.16



",,,,,
2020-10-02 14:35:15 +07,861,33.40,1006.00,67.50,"11.16



",,,,,
2020-10-02 14:40:17 +07,862,33.40,1006.00,67.20,"11.16



",,,,,
2020-10-02 14:45:20 +07,863,33.40,1006.00,67.40,"11.16



",,,,,
2020-10-02 14:50:23 +07,864,33.40,1006.00,67.60,"11.16



",,,,,
2020-10-02 14:55:26 +07,865,33.30,1006.00,67.90,"12.96



",,,,,
2020-10-02 15:00:32 +07,866,33.40,1006.00,69.20,"12.96



",,,,,
2020-10-02 15:05:35 +07,867,33.40,1006.00,70.30,"12.96



",,,,,
2020-10-02 15:10:38 +07,868,33.30,1006.00,71.10,"12.96



",,,,,
2020-10-02 15:15:41 +07,869,33.20,1006.00,70.40,"12.96



",,,,,
2020-10-02 15:25:46 +07,870,33.00,1006.00,69.60,"11.16



",,,,,
2020-10-02 15:30:49 +07,871,33.00,1006.00,70.20,"11.16



",,,,,
2020-10-02 15:35:52 +07,872,33.00,1006.00,69.50,"11.16



",,,,,
2020-10-02 15:40:55 +07,873,32.90,1006.00,68.80,"11.16



",,,,,
2020-10-02 15:45:58 +07,874,33.00,1006.00,69.60,"11.16



",,,,,
2020-10-02 15:51:01 +07,875,32.90,1006.00,70.10,"11.16



",,,,,
2020-10-02 15:56:04 +07,876,33.00,1006.00,71.00,"12.96



",,,,,
2020-10-02 16:01:07 +07,877,33.10,1006.00,70.60,"12.96



",,,,,
2020-10-02 16:06:10 +07,878,33.00,1006.00,70.30,"12.96



",,,,,
2020-10-02 16:11:13 +07,879,32.90,1006.00,70.10,"12.96



",,,,,
2020-10-02 16:16:16 +07,880,33.00,1006.00,71.10,"12.96



",,,,,
2020-10-02 16:21:18 +07,881,33.00,1006.00,70.80,"12.96



",,,,,
2020-10-02 16:26:21 +07,882,33.00,1006.00,71.20,"14.76



",,,,,
2020-10-02 16:31:24 +07,883,33.00,1006.00,72.30,"14.76



",,,,,
2020-10-02 16:36:27 +07,884,33.00,1006.00,72.60,"14.76



",,,,,
2020-10-02 16:41:30 +07,885,33.20,1006.00,72.50,"14.76



",,,,,
2020-10-02 16:46:33 +07,886,33.20,1006.00,72.40,"14.76



",,,,,
2020-10-02 16:51:36 +07,887,33.20,1006.00,72.30,"14.76



",,,,,
2020-10-02 16:56:39 +07,888,33.10,1006.00,72.40,"11.16



",,,,,
2020-10-02 17:01:42 +07,889,33.20,1006.00,72.60,"11.16



",,,,,
2020-10-02 17:06:45 +07,890,33.20,1006.00,72.60,"11.16



",,,,,
2020-10-02 17:11:47 +07,891,33.20,1006.00,73.10,"11.16



",,,,,
2020-10-02 17:16:50 +07,892,33.20,1006.00,73.40,"11.16



",,,,,
2020-10-02 17:21:53 +07,893,33.10,1006.00,73.50,"11.16



",,,,,
2020-10-02 17:26:56 +07,894,33.20,1006.00,73.40,"11.16



",,,,,
2020-10-02 17:31:59 +07,895,33.10,1006.00,73.20,"11.16



",,,,,
2020-10-02 17:37:02 +07,896,33.10,1006.00,73.70,"11.16



",,,,,
2020-10-02 17:42:05 +07,897,33.00,1006.00,74.30,"11.16



",,,,,
2020-10-02 17:47:08 +07,898,33.00,1006.00,74.30,"11.16



",,,,,
2020-10-02 17:52:11 +07,899,33.00,1006.00,74.60,"11.16



",,,,,
2020-10-02 17:57:13 +07,900,33.00,1007.00,74.80,"11.16



",,,,,
2020-10-02 18:02:16 +07,901,33.00,1007.00,75.00,"11.16



",,,,,
2020-10-02 18:07:19 +07,902,33.00,1007.00,75.00,"11.16



",,,,,
2020-10-02 18:12:25 +07,903,33.00,1007.00,74.80,"11.16



",,,,,
2020-10-02 18:17:28 +07,904,33.00,1007.00,74.70,"11.16



",,,,,
2020-10-02 18:22:31 +07,905,33.10,1007.00,74.70,"11.16



",,,,,
2020-10-02 18:27:34 +07,906,33.00,1007.00,74.70,"5.40



",,,,,
2020-10-02 18:32:37 +07,907,33.00,1007.00,74.90,"5.40



",,,,,
2020-10-02 18:37:40 +07,908,33.00,1007.00,75.10,"5.40



",,,,,
2020-10-02 18:42:42 +07,909,33.10,1007.00,74.80,"5.40



",,,,,
2020-10-02 18:47:45 +07,910,33.10,1007.00,74.90,"5.40



",,,,,
2020-10-02 18:52:48 +07,911,33.20,1007.00,74.80,"5.40



",,,,,
2020-10-02 18:57:51 +07,912,33.20,1008.00,74.50,"7.56



",,,,,
2020-10-02 19:02:54 +07,913,33.20,1008.00,74.40,"7.56



",,,,,
2020-10-02 19:07:57 +07,914,33.20,1008.00,74.50,"7.56



",,,,,
2020-10-02 19:13:00 +07,915,33.20,1008.00,74.60,"7.56



",,,,,
2020-10-02 19:18:03 +07,916,33.20,1008.00,74.60,"7.56



",,,,,
2020-10-02 19:23:05 +07,917,33.20,1008.00,74.20,"7.56



",,,,,
2020-10-02 19:28:08 +07,918,33.20,1008.00,74.40,"5.40



",,,,,
2020-10-02 19:33:11 +07,919,33.20,1008.00,74.60,"5.40



",,,,,
2020-10-02 19:38:14 +07,920,33.20,1008.00,74.60,"5.40



",,,,,
2020-10-02 19:43:17 +07,921,33.10,1008.00,74.50,"5.40



",,,,,
2020-10-02 19:48:20 +07,922,33.20,1008.00,74.40,"5.40



",,,,,
2020-10-02 19:53:23 +07,923,33.20,1008.00,74.40,"5.40



",,,,,
2020-10-02 19:58:26 +07,924,33.20,1009.00,74.40,"5.40



",,,,,
2020-10-02 20:03:29 +07,925,33.20,1009.00,74.30,"5.40



",,,,,
2020-10-02 20:08:31 +07,926,33.30,1009.00,74.00,"5.40



",,,,,
2020-10-02 20:13:35 +07,927,33.30,1009.00,73.90,"5.40



",,,,,
2020-10-02 20:18:38 +07,928,33.30,1009.00,73.70,"5.40



",,,,,
2020-10-02 20:33:46 +07,929,33.30,1009.00,73.60,"3.60



",,,,,
2020-10-02 20:38:49 +07,930,33.10,1009.00,74.20,"3.60



",,,,,
2020-10-02 20:43:52 +07,931,33.20,1009.00,74.40,"3.60



",,,,,
2020-10-02 20:48:55 +07,932,34.90,1009.00,75.10,"3.60



",,,,,
2020-10-02 20:53:58 +07,933,33.20,1009.00,74.50,"3.60



",,,,,
2020-10-02 20:59:01 +07,934,33.20,1009.00,74.70,"3.60



",,,,,
2020-10-02 21:04:04 +07,935,33.20,1009.00,74.60,"3.60



",,,,,
2020-10-02 21:09:06 +07,936,33.20,1009.00,75.00,"3.60



",,,,,
2020-10-02 21:14:09 +07,937,33.00,1009.00,75.10,"3.60



",,,,,
2020-10-02 21:19:12 +07,938,33.10,1009.00,75.10,"3.60



",,,,,
2020-10-02 21:24:15 +07,939,33.00,1009.00,74.40,"3.60



",,,,,
2020-10-02 21:29:18 +07,940,32.90,1009.00,73.50,"3.60



",,,,,
2020-10-02 21:54:32 +07,941,32.70,1009.00,72.60,"3.60



",,,,,
2020-10-02 21:59:35 +07,942,32.70,1009.00,72.70,"11.16



",,,,,
2020-10-02 22:09:41 +07,943,32.70,1009.00,72.70,"11.16



",,,,,
2020-10-02 22:14:43 +07,944,32.60,1009.00,72.60,"11.16



",,,,,
2020-10-02 22:19:46 +07,945,32.70,1009.00,72.10,"11.16



",,,,,
2020-10-02 22:24:49 +07,946,32.90,1009.00,71.30,"11.16



",,,,,
2020-10-02 22:39:58 +07,947,32.60,1009.00,72.40,"1.80



",,,,,
2020-10-02 23:05:12 +07,948,32.70,1009.00,72.20,"1.80



",,,,,
2020-10-02 23:35:28 +07,949,32.60,1009.00,72.30,"3.60



",,,,,
2020-10-02 23:40:31 +07,950,32.70,1009.00,72.40,"3.60



",,,,,
2020-10-02 23:55:40 +07,951,32.50,1009.00,72.40,"3.60



",,,,,
2020-10-03 00:00:42 +07,952,32.50,1009.00,72.40,"3.60



",,,,,
2020-10-03 00:20:54 +07,953,32.50,1009.00,72.30,"3.60



",,,,,
2020-10-03 00:25:57 +07,954,32.40,1009.00,72.60,"3.60



",,,,,
2020-10-03 00:31:00 +07,955,32.40,1008.00,72.30,"1.80



",,,,,
2020-10-03 00:51:11 +07,956,32.40,1008.00,72.40,"1.80



",,,,,
2020-10-03 01:06:19 +07,957,32.30,1009.00,72.30,"5.94



",,,,,
2020-10-03 01:26:30 +07,958,32.40,1009.00,72.10,"5.94



",,,,,
2020-10-03 01:31:33 +07,959,32.40,1008.00,71.90,"5.94



",,,,,
2020-10-03 01:46:42 +07,960,32.30,1008.00,72.20,"6.37



",,,,,
2020-10-03 02:06:53 +07,961,32.40,1008.00,72.00,"6.37



",,,,,
2020-10-03 02:16:59 +07,962,32.30,1008.00,72.20,"6.37



",,,,,
2020-10-03 02:22:01 +07,963,32.20,1008.00,72.60,"6.37



",,,,,
2020-10-03 02:42:13 +07,964,32.10,1008.00,72.80,"6.55



",,,,,
2020-10-03 02:52:18 +07,965,32.10,1008.00,72.90,"6.55



",,,,,
2020-10-03 02:57:21 +07,966,32.10,1008.00,73.00,"6.55



",,,,,
2020-10-03 03:17:32 +07,967,32.20,1007.00,72.30,"6.55



",,,,,
2020-10-03 03:32:41 +07,968,32.10,1007.00,73.20,"6.55



",,,,,
2020-10-03 03:42:46 +07,969,32.20,1007.00,72.60,"5.18



",,,,,
2020-10-03 03:52:52 +07,970,32.20,1007.00,72.40,"1.80



",,,,,
2020-10-03 04:02:57 +07,971,32.00,1007.00,73.20,"1.80



",,,,,
2020-10-03 04:08:00 +07,972,32.10,1007.00,72.80,"1.80



",,,,,
2020-10-03 04:13:03 +07,973,32.10,1007.00,72.80,"1.80



",,,,,
2020-10-03 04:23:09 +07,974,32.10,1007.00,72.90,"5.18



",,,,,
2020-10-03 04:33:14 +07,975,32.10,1007.00,72.90,"5.58



",,,,,
2020-10-03 04:38:17 +07,976,32.30,1007.00,72.50,"5.58



",,,,,
2020-10-03 04:43:20 +07,977,32.20,1007.00,72.70,"5.58



",,,,,
2020-10-03 04:48:23 +07,978,32.10,1007.00,72.90,"5.58



",,,,,
2020-10-03 05:18:40 +07,979,31.90,1008.00,72.90,"3.60



",,,,,
2020-10-03 05:23:42 +07,980,32.00,1008.00,73.50,"3.60



",,,,,
2020-10-03 06:39:24 +07,981,32.10,1008.00,74.10,"6.05



",,,,,
2020-10-03 06:59:36 +07,982,32.40,1008.00,72.10,"5.94



",,,,,
2020-10-03 07:14:44 +07,983,32.70,1008.00,71.50,"5.94



",,,,,
2020-10-03 07:50:04 +07,984,32.50,1008.00,73.80,"1.80



",,,,,
2020-10-03 08:05:12 +07,985,32.80,1009.00,72.90,"5.40



",,,,,
2020-10-03 08:25:24 +07,986,32.40,1009.00,74.90,"5.40



",,,,,
2020-10-03 08:30:27 +07,987,32.40,1009.00,75.10,"5.40



",,,,,
2020-10-03 08:55:41 +07,988,32.40,1010.00,75.70,"1.33



",,,,,
2020-10-03 09:31:01 +07,989,32.50,1010.00,75.70,"3.60



",,,,,
2020-10-03 09:46:09 +07,990,32.50,1010.00,75.60,"3.60



",,,,,
2020-10-03 09:51:12 +07,991,32.50,1010.00,75.60,"3.60



",,,,,
2020-10-03 11:42:14 +07,992,32.50,1010.00,76.10,"7.56



",,,,,
2020-10-03 11:47:17 +07,993,32.40,1010.00,76.10,"7.56



",,,,,
2020-10-03 11:52:19 +07,994,32.40,1010.00,76.00,"7.56



",,,,,
2020-10-03 12:12:31 +07,995,32.40,1009.00,75.70,"7.56



",,,,,
